0
"('ACGCU', 'High')"
"('ACGCU', 'Low')"
"('ACGCU', 'Close')"
"('ACGCU', 'Adj Close')"
"('ACGCU', 'Volume')"
"('AACI', 'Open')"
"('AACI', 'High')"
"('AACI', 'Low')"
"('AACI', 'Close')"
"('AACI', 'Adj Close')"
"('AACI', 'Volume')"
"('AAPL', 'Open')"
"('AAPL', 'High')"
"('AAPL', 'Low')"
"('AAPL', 'Close')"
"('AAPL', 'Volume')"
"('ACGC', 'Open')"
"('ACGC', 'High')"
"('ACGC', 'Low')"
"('ACGC', 'Close')"
"('ACGC', 'Adj Close')"
"('ACGC', 'Volume')"
